id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
8557,1NY2,closed,Kidder Field,43.6167,-76.162697,360,NA,US,US-NY,Pulaski,no,,,,,,1NY2
8558,1NY3,small_airport,Richland Airpark,43.5667,-76.032997,560,NA,US,US-NY,Richland,no,1NY3,,1NY3,,,
8559,1NY4,small_airport,High Banks Farm Landing Area Airport,44.61750031,-73.91100311,1520,NA,US,US-NY,Saranac,no,1NY4,,1NY4,,,
8560,1NY5,small_airport,Sherman Field,41.63899994,-73.74289703,625,NA,US,US-NY,Poughkeepsie,no,1NY5,,1NY5,,,
8561,1NY6,heliport,Tgp-249 Heliport,42.75400162,-74.40070343,1300,NA,US,US-NY,Carlisle,no,1NY6,,1NY6,,,
8562,1NY7,closed,Minard Farms Airport,41.708401,-74.061798,450,NA,US,US-NY,Clinton Dale,no,,,,,,1NY7
8563,1NY8,small_airport,Killian Airfield,42.80009842,-76.58300018,1020,NA,US,US-NY,Scipio,no,1NY8,,1NY8,,,
8564,1NY9,small_airport,Caughdenoy Airport,43.26589966,-76.18800354,400,NA,US,US-NY,Caughdenoy,no,1NY9,,1NY9,,,
8565,1O0,seaplane_base,Lake Woahink Seaplane Base,43.90420151,-124.1149979,39,NA,US,US-OR,Florence,no,1O0,,1O0,,http://en.wikipedia.org/wiki/Lake_Woahink_Seaplane_Base,
8566,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,3258,NA,US,US-CA,Dunsmuir,no,KMHS,MHS,1O6,,http://en.wikipedia.org/wiki/Dunsmuir_Municipal-Mott_Airport,
8567,1OA1,small_airport,Bashore Airport,40.04589844,-84.33439636,940,NA,US,US-OH,Pleasant Hill,no,1OA1,,1OA1,,,
8568,1OA2,small_airport,Mole Airport,41.26169968,-81.99069977,854,NA,US,US-OH,Grafton,no,1OA2,,1OA2,,,
8569,1OA3,small_airport,Barnett Airpark,39.33340073,-83.85549927,1010,NA,US,US-OH,Blanchester,no,1OA3,,1OA3,,,
8570,1OA4,small_airport,Kepes Flying Field,39.92359924,-83.66169739,1080,NA,US,US-OH,Springfield,no,1OA4,,1OA4,,,
8571,1OA5,small_airport,Double J Airport,39.2195015,-83.95269775,972,NA,US,US-OH,Fayetteville,no,1OA5,,1OA5,,,
8572,1OA6,small_airport,Frith Airport,39.33620071,-84.04579926,910,NA,US,US-OH,Morrow,no,1OA6,,1OA6,,,
8573,1OA7,small_airport,Yoder Airport,40.84170151,-81.24150085,1149,NA,US,US-OH,Louisville,no,1OA7,,1OA7,,,
8574,1OA8,small_airport,Erdy Farm Airport,40.34669876,-82.90440369,981,NA,US,US-OH,Kilbourne,no,1OA8,,1OA8,,,
8575,1OH0,heliport,Clinton Memorial Hospital Heliport,39.44419861,-83.84020233,1022,NA,US,US-OH,Wilmington,no,1OH0,,1OH0,,,
8576,1OH1,small_airport,S and S Field,40.30139923,-83.97609711,1057,NA,US,US-OH,Quincy,no,1OH1,,1OH1,,,
8577,1OH2,small_airport,Dougherty Airport,41.24399948,-82.86630249,807,NA,US,US-OH,Bellevue,no,1OH2,,1OH2,,,
8578,1OH3,small_airport,Mather Field,41.3891983,-82.76270294,640,NA,US,US-OH,Castalia,no,1OH3,,1OH3,,,
8579,1OH4,small_airport,Fortman Airport,40.55530167,-84.38659668,885,NA,US,US-OH,St Marys,no,1OH4,,1OH4,,,
8580,1OH5,heliport,Minit-Men Inc Heliport,39.99729919,-83.08519745,685,NA,US,US-OH,San Marghareta,no,1OH5,,1OH5,,,
8581,1OH6,heliport,Odot Heliport,40.29759979,-84.16339874,1026,NA,US,US-OH,Sidney,no,1OH6,,1OH6,,,
8582,1OH7,small_airport,Derry Landing Strip,39.99399948,-81.86370087,905,NA,US,US-OH,Sonora,no,1OH7,,1OH7,,,
8583,1OH8,small_airport,Lisbon Airfield,39.86669922,-83.63330078,1160,NA,US,US-OH,South Charleston,no,1OH8,,1OH8,,,
8584,1OH9,small_airport,Lewis Airport,38.93510056,-83.3993988,862,NA,US,US-OH,Peebles,no,1OH9,,1OH9,,,
8585,1OI0,heliport,Manairco Heliport,40.80479813,-82.51129913,1265,NA,US,US-OH,Mansfield,no,1OI0,,1OI0,,,
8586,1OI1,small_airport,Pauls Airport,41.42839813,-81.06400299,1191,NA,US,US-OH,Middlefield,no,1OI1,,1OI1,,,
8587,1OI4,heliport,Som Jackson Heliport,41.4408989,-81.44319916,1050,NA,US,US-OH,Moreland Hills,no,1OI4,,1OI4,,,
8588,1OI6,small_airport,Stone Airport,39.77009964,-84.41660309,978,NA,US,US-OH,New Lebanon,no,1OI6,,1OI6,,,
8589,1OI7,small_airport,Knight Airport,41.15840149,-82.56659698,925,NA,US,US-OH,Norwalk,no,1OI7,,1OI7,,,
8590,1OI9,small_airport,Mc Colloch's Airport,40.1772995,-84.29440308,990,NA,US,US-OH,Piqua,no,1OI9,,1OI9,,,
8591,1OK0,small_airport,Neversweat Airport,35.89450073,-96.27940369,775,NA,US,US-OK,Bristow,no,1OK0,,1OK0,,,
8592,1OK1,small_airport,Dave's Place Airport,35.82500076,-97.80590057,1160,NA,US,US-OK,Kingfisher,no,1OK1,,1OK1,,,
8593,1OK2,closed,Wyatt Airport,35.098701,-97.469803,1163,NA,US,US-OK,Goldsby,no,,,,,,1OK2
8594,1OK3,small_airport,Wolfe Field Airport,34.5760994,-97.81410217,1194,NA,US,US-OK,Bray,no,1OK3,,1OK3,,,
8595,1OK4,heliport,Mc Curtain Memorial Hospital Heliport,33.88230133,-94.81130219,480,NA,US,US-OK,Idabel,no,1OK4,,1OK4,,,
8596,1OK5,small_airport,Hohman Airport,34.98339844,-99.22949982,1563,NA,US,US-OK,Lone Wolf,no,1OK5,,1OK5,,,
8597,1OK6,closed,Stamper Ranch Airport,35.721901,-97.204697,1020,NA,US,US-OK,Luther,no,,,,,,1OK6
8598,1OK7,small_airport,Grimes Airport,34.80009842,-97.48220062,1035,NA,US,US-OK,Maysville,no,1OK7,,1OK7,,,
8599,1OK8,small_airport,5B Ranch Airport,35.72980118,-97.54139709,1085,NA,US,US-OK,Edmond,no,1OK8,,1OK8,,,
8600,1OK9,small_airport,Hankins Airport,33.97510147,-97.08920288,843,NA,US,US-OK,Marietta,no,1OK9,,1OK9,,,
8601,1OL2,small_airport,Steciak Strip,35.48899841,-97.19200134,1100,NA,US,US-OK,Harrah,no,1OL2,,1OL2,,,
8602,1OR0,small_airport,Sunnyhill Airport,43.48320007,-124.2030029,320,NA,US,US-OR,North Bend,no,1OR0,,1OR0,,,
8603,1OR1,heliport,Chehalem Mountain Heliport,45.35540009,-122.9459991,900,NA,US,US-OR,Newberg,no,1OR1,,1OR1,,,
8604,1OR2,heliport,Menasha Pad Heliport,43.40869904,-124.2180023,14,NA,US,US-OR,North Bend,no,1OR2,,1OR2,,,
8605,1OR3,small_airport,Sunset Air Strip,45.59149933,-123.0100021,207,NA,US,US-OR,North Plains,no,1OR3,,1OR3,,,
8606,1OR4,small_airport,North Plains Gliderport,45.60400009,-123.0250015,210,NA,US,US-OR,North Plains,no,1OR4,,1OR4,,,
8607,1OR5,small_airport,Reed Airport,45.48740005,-120.2259979,1550,NA,US,US-OR,Olex,no,1OR5,,1OR5,,,
8608,1OR6,small_airport,Clackamas Heights Airport,45.37139893,-122.5540009,545,NA,US,US-OR,Oregon City,no,1OR6,,1OR6,,,
8609,1OR7,small_airport,Skyhill Airport,45.28789902,-122.4560013,735,NA,US,US-OR,Oregon City,no,1OR7,,1OR7,,,
8610,1OR8,heliport,Clackamas County Redsoils Heliport,45.33480072,-122.5970001,470,NA,US,US-OR,Oregon City,no,1OR8,,1OR8,,,
8611,1OR9,heliport,Willamette Falls Community Hospital Heliport,45.35760117,-122.5859985,275,NA,US,US-OR,Oregon City,no,1OR9,,1OR9,,,
8612,1P1,small_airport,Plymouth Municipal Airport,43.77920151,-71.75370026,505,NA,US,US-NH,Plymouth,no,1P1,,1P1,,http://en.wikipedia.org/wiki/Plymouth_Municipal_Airport_(New_Hampshire),
8613,1PA0,small_airport,Hinaman Acres Airport,41.13339996,-77.1996994,800,NA,US,US-PA,Jersey Shore,no,1PA0,,1PA0,,,
8614,1PA1,heliport,401 City Avenue Heliport,40.00960159,-75.21379852,234,NA,US,US-PA,Philadelphia,no,1PA1,,1PA1,,,
8615,1PA2,heliport,St Christopher's Hospital For Children Heliport,40.00650024,-75.1257019,163,NA,US,US-PA,Philadelphia,no,1PA2,,1PA2,,,
8616,1PA3,small_airport,Ridgeview Airport,40.45009995,-75.19960022,520,NA,US,US-PA,Kellers Church,no,1PA3,,1PA3,,,
8617,1PA4,small_airport,Wagner Airport,40.55260086,-77.62000275,520,NA,US,US-PA,Lewistown,no,1PA4,,1PA4,,,
8618,1PA5,small_airport,Beaver Creek Ultralightport,40.830244,-80.413678,928,NA,US,US-PA,New Galilee,no,1PA5,,1PA5,,,
8619,1PA6,small_airport,Whittle Airport,39.82730103,-75.72350311,345,NA,US,US-PA,Kennett Square,no,1PA6,,1PA6,,,
8620,1PA7,heliport,Philmont Heliport,40.1242981,-75.03410339,250,NA,US,US-PA,Huntington Valley,no,1PA7,,1PA7,,,
8621,1PA8,closed,Motola's Helicopter Service Inc. Heliport,40.814201,-75.765503,534,NA,US,US-PA,Lehighton,no,,,,,,1PA8
8622,1PA9,small_airport,Schadels Airport,40.66680145,-76.68299866,700,NA,US,US-PA,Klingerstown,no,1PA9,,1PA9,,,
8623,1PN0,small_airport,Bentley Airport,40.20140076,-75.71420288,690,NA,US,US-PA,Pottstown,no,1PN0,,1PN0,,,
8624,1PN1,small_airport,Napodano Airport,41.33420181,-80.42060089,1060,NA,US,US-PA,Transfer,no,1PN1,,1PN1,,,
8625,1PN2,heliport,Green Hills Corp Heliport,40.26390076,-75.92220306,440,NA,US,US-PA,Reading,no,1PN2,,1PN2,,,
8626,1PR3,heliport,San Patricio Heliport,18.40609932,-66.10600281,157,NA,PR,PR-U-A,Guaynabo,no,1PR3,,1PR3,,,
8627,1PS0,small_airport,Ickes Airport,40.19189835,-78.56469727,1320,NA,US,US-PA,Osterburg,no,1PS0,,1PS0,,,
8628,1PS1,heliport,Hermitage Central Fire Station Heliport,41.24010086,-80.46479797,1165,NA,US,US-PA,Hermitage,no,1PS1,,1PS1,,,
8629,1PS3,heliport,P J Valves Heliport,40.36119843,-76.3246994,495,NA,US,US-PA,Myerstown,no,1PS3,,1PS3,,,
8630,1PS4,small_airport,Sankey Airport,40.86090088,-78.25810242,1620,NA,US,US-PA,Osceola Mills,no,1PS4,,1PS4,,,
8631,1PS5,heliport,Children's Hospital Heliport,39.94820023,-75.19429779,167,NA,US,US-PA,Philadelphia,no,1PS5,,1PS5,,,
8632,1PS6,heliport,Frankford Hospital-Torresdale Division Heliport,40.06959915,-74.98210144,99,NA,US,US-PA,Philadelphia,no,1PS6,,1PS6,,,
8633,1PS7,heliport,Hahnemann Heliport,39.95709991,-75.16269684,166,NA,US,US-PA,Philadelphia,no,1PS7,,1PS7,,,
8634,1PS8,heliport,Punxsutawney Area Hospital Heliport,40.96120071,-79.00080109,1517,NA,US,US-PA,Punxsutawney,no,1PS8,,1PS8,,,
8635,1PS9,small_airport,Wicker & Wings Aerodrome,40.40340042,-75.37049866,590,NA,US,US-PA,Trumbauersville,no,1PS9,,1PS9,,,
8636,1Q1,small_airport,Eckert Field,36.16249847,-119.0500031,426,NA,US,US-CA,Strathmore,no,1Q1,,1Q1,,,
8637,1Q5,small_airport,Gravelly Valley Airport,39.44990158,-122.9550018,1900,NA,US,US-CA,Upper Lake,no,1Q5,,1Q5,,,
8638,1RL,small_airport,Point Roberts Airpark,48.97969818,-123.0790024,10,NA,US,US-WA,Point Roberts,no,1RL,,1RL,,http://en.wikipedia.org/wiki/Point_Roberts_Airpark,
8639,1S1,small_airport,Eckhart International Airport,48.99580002,-116.5009995,1756,NA,US,US-ID,Porthill,no,1S1,,1S1,,,
8640,1S2,small_airport,Darrington Municipal Airport,48.25859833,-121.6100006,553,NA,US,US-WA,Darrington,no,1S2,,1S2,,,
8641,1S4,small_airport,Seiling Airport,36.154999,-98.933701,1746,NA,US,US-OK,Seiling,no,,,1S4,,,OK73
8642,1S6,small_airport,Priest River Municipal Airport,48.19020081,-116.9089966,2187,NA,US,US-ID,Priest River,no,1S6,,1S6,,,
8643,1S7,small_airport,Slate Creek Airport,45.67490005,-116.3089981,1660,NA,US,US-ID,Slate Creek,no,1S7,,1S7,,,
8644,1S8,small_airport,Arlington Municipal Airport,45.71649933,-120.1679993,890,NA,US,US-OR,Arlington,no,1S8,,1S8,,http://en.wikipedia.org/wiki/Arlington_Municipal_Airport_(Oregon),
8645,1SC2,small_airport,Gwinn Field,33.93379974,-80.7960968,390,NA,US,US-SC,Hopkins,no,1SC2,,1SC2,,,
8646,1SD0,small_airport,Dorsey Ranch Airport,45.32300186,-101.7419968,2350,NA,US,US-SD,Glad Valley,no,1SD0,,1SD0,,,
8647,1SD1,small_airport,Burke Field,43.16540146,-97.73090363,1352,NA,US,US-SD,Scotland,no,1SD1,,1SD1,,,
8648,1SD2,heliport,Camp Rapid Heliport,44.07360077,-103.2710037,3345,NA,US,US-SD,Rapid City,no,1SD2,,1SD2,,,
8649,1SD3,small_airport,Turkey Ridge Airport,43.23329926,-97.15029907,1325,NA,US,US-SD,Hurley,no,1SD3,,1SD3,,,
8650,1SD4,small_airport,Vig Limousin Airport,44.86669922,-102.4169998,2552,NA,US,US-SD,Faith,no,1SD4,,1SD4,,,
8651,1SD5,small_airport,Drake Farm Airport,43.76860046,-98.79869843,1659,NA,US,US-SD,White Lake,no,1SD5,,1SD5,,,
8652,1SD6,small_airport,Bogner No Ii Airport,43.11029816,-103.2300034,3500,NA,US,US-SD,Oelrich's,no,1SD6,,1SD6,,,
8653,1SD7,heliport,Rosebud Comprehensive Health Care Facility Heliport,43.25749969,-100.8499985,2715,NA,US,US-SD,Rosebud,no,1SD7,,1SD7,,,
8654,1SD8,small_airport,Tribitt Airport,45.04769897,-96.55259705,1175,NA,US,US-SD,Albee,no,1SD8,,1SD8,,,
8655,1SD9,heliport,Sanford Usd Medical Center Heliport,43.53549957,-96.74420166,1708,NA,US,US-SD,Sioux Falls,no,1SD9,,1SD9,,,
8656,1T8,small_airport,Bulverde Airpark,29.7390995,-98.45110321,1080,NA,US,US-TX,San Antonio,no,1T8,,1T8,,,
8657,1T9,closed,Lesikar Ranch Airport,29.516899,-96.844398,275,NA,US,US-TX,Hallettsville,no,,,,,,"1TS9, 1T9"
8658,1TA0,heliport,Fina Bayport Heliport,29.61109924,-95.01049805,16,NA,US,US-TX,Seabrook,no,1TA0,,1TA0,,,
8659,1TA1,heliport,Tgp 32 Heliport,30.9843998,-94.13770294,118,NA,US,US-TX,Jasper,no,1TA1,,1TA1,,,
8660,1TA2,small_airport,Vigo Park Airport,34.65010071,-101.5,3383,NA,US,US-TX,Tulia,no,1TA2,,1TA2,,,
8661,1TA3,heliport,D W C Heliport,29.45359993,-95.23629761,39,NA,US,US-TX,Alvin,no,1TA3,,1TA3,,,
8662,1TA4,small_airport,Last Resort Airport,31.45849991,-95.2960968,420,NA,US,US-TX,Crockett,no,1TA4,,1TA4,,,
8663,1TA5,small_airport,Two Leggs Airport,32.94179916,-103,3625,NA,US,US-TX,Denver City,no,1TA5,,1TA5,,,
8664,1TA6,heliport,Morningstar Ranch Heliport,33.70090103,-96.91359711,737,NA,US,US-TX,Whitesboro,no,1TA6,,1TA6,,,
8665,1TA7,small_airport,Thompson Field,32.61600113,-95.86830139,515,NA,US,US-TX,Canton,no,1TA7,,1TA7,,,
8666,1TA9,heliport,Ktrk Tv Station Heliport,29.72550011,-95.42970276,80,NA,US,US-TX,Houston,no,1TA9,,1TA9,,,
8667,1TE0,small_airport,Locker Brothers Airport,34.26950073,-102.7170029,3802,NA,US,US-TX,Muleshoe,no,1TE0,,1TE0,,,
8668,1TE1,small_airport,Briscoes Catarina Ranch Airport,28.25029945,-99.81700134,650,NA,US,US-TX,Catarina,no,1TE1,,1TE1,,,
8669,1TE2,small_airport,Flying F Ranch Airport,29.98629951,-95.01689911,65,NA,US,US-TX,Crosby,no,1TE2,,1TE2,,,
8670,1TE3,small_airport,Bolton Airport,31.91740036,-95.2071991,450,NA,US,US-TX,Jacksonville,no,1TE3,,1TE3,,,
8671,1TE4,small_airport,Zuehl Airport,29.49550056,-98.15779877,592,NA,US,US-TX,Marion,no,1TE4,,1TE4,,,
8672,1TE5,small_airport,Corpora Airport,30.81629944,-96.60109711,270,NA,US,US-TX,Hearne,no,1TE5,,1TE5,,,
8673,1TE6,small_airport,Moore Airport,35.11809921,-102.1849976,3850,NA,US,US-TX,Wildorado,no,1TE6,,1TE6,,,
8674,1TE7,small_airport,Ray Farm Airport,29.12109947,-98.36560059,560,NA,US,US-TX,Floresville,no,1TE7,,1TE7,,,
8675,1TE8,small_airport,Kahuna Bay Airport,33.54899979,-96.5582962,702,NA,US,US-TX,Howe,no,1TE8,,1TE8,,,
8676,1TE9,small_airport,Rmr Ranch Airport,31.27190018,-96.43920135,420,NA,US,US-TX,Franklin,no,1TE9,,1TE9,,,
8677,1TN0,small_airport,Cedar Crest Field,36.24639893,-86.30280304,540,NA,US,US-TN,Lebanon,no,1TN0,,1TN0,,,
8678,1TN1,closed,Clayton Heliport,35.864498,-83.957397,900,NA,US,US-TN,Louisville,no,,,,,,1TN1
8679,1TN2,small_airport,Kay Airport,36.44589996,-83.11239624,1250,NA,US,US-TN,Rogersville,no,1TN2,,1TN2,,,
8680,1TN3,small_airport,Wagner Field,35.13970184,-86.22219849,975,NA,US,US-TN,Belvidere,no,1TN3,,1TN3,,,
8681,1TN4,heliport,Methodist Healthcare Heliport,36.04940033,-89.37999725,312,NA,US,US-TN,Dyersburg,no,1TN4,,1TN4,,,
8682,1TN5,heliport,Maury Regional Hospital Heliport,35.55619812,-87.05390167,651,NA,US,US-TN,Columbia,no,1TN5,,1TN5,,,
8683,1TN6,small_airport,Higdon Airfield,35.97259903,-84.1568985,1000,NA,US,US-TN,Karns,no,1TN6,,1TN6,,,
8684,1TN7,heliport,Brendle's Heliport,36.54790115,-82.5223999,1210,NA,US,US-TN,Kingsport,no,1TN7,,1TN7,,,
8685,1TN8,heliport,Ramada Helistop,36.56679916,-82.51650238,1275,NA,US,US-TN,Kingsport,no,1TN8,,1TN8,,,
8686,1TN9,heliport,Rutledge Falls Heliport,35.41260147,-86.13749695,1082,NA,US,US-TN,Manchester,no,1TN9,,1TN9,,,
8687,1TS0,small_airport,Eagle Air Airport,29.6704998,-94.67079926,8,NA,US,US-TX,Oak Island,no,1TS0,,1TS0,,,
8688,1TS1,small_airport,Laas Farm Airport,29.91270065,-95.99410248,165,NA,US,US-TX,Pattison,no,1TS1,,1TS1,,,
8689,1TS2,small_airport,Bar 16 Airport,31.82430077,-96.77850342,547,NA,US,US-TX,Hubbard,no,1TS2,,1TS2,,,
8690,1TS3,small_airport,B & S Ultralightport,29.49609947,-94.95050049,16,NA,US,US-TX,San Leon,no,1TS3,,1TS3,,,
8691,1TS4,heliport,Eds Hangar Heliport,33.06850052,-96.80139923,660,NA,US,US-TX,Plano,no,1TS4,,1TS4,,,
8692,1TS5,heliport,Sugar Grove Heliport,29.64360046,-95.58110046,81,NA,US,US-TX,Stafford,no,1TS5,,1TS5,,,
8693,1TS6,small_airport,Dentonio Ranch Airport,28.26939964,-99.93450165,825,NA,US,US-TX,Carrizo Springs,no,1TS6,,1TS6,,,
8694,1TS7,heliport,Cig 804 Heliport,28.31360054,-97.04550171,24,NA,US,US-TX,Refugio,no,1TS7,,1TS7,,,
8695,1TS8,small_airport,Landers Ranch Airport,32.28760147,-100.7220001,2275,NA,US,US-TX,Colorado City,no,1TS8,,1TS8,,,
45821,1TS9,small_airport,Four Winds Airport,33.368056,-96.752778,775,NA,US,US-TX,Celina,no,1TS9,,1TS9,,,
8696,1TX0,closed,Lytle Airpark,29.253334,-98.861115,780,NA,US,US-TX,Lytle,no,,,,,,1TX0
8697,1TX1,small_airport,Yoakum Airport,31.85569954,-98.41419983,1130,NA,US,US-TX,Gustine,no,1TX1,,1TX1,,,
8698,1TX2,small_airport,J Y Ranch-R B Masterson Iii Estate Airport,33.71680069,-100.1500015,1808,NA,US,US-TX,Guthrie,no,1TX2,,1TX2,,,
8699,1TX3,small_airport,Beggs Ranch Airport,33.42509842,-100.5419998,1870,NA,US,US-TX,Guthrie,no,1TX3,,1TX3,,,
8700,1TX4,small_airport,Shoreline Ranch Airport,30.42860031,-97.97049713,900,NA,US,US-TX,Lago Vista,no,1TX4,,1TX4,,,
8701,1TX5,small_airport,Laney Farm Airport,34.12919998,-101.9089966,3483,NA,US,US-TX,Hale Center,no,1TX5,,1TX5,,,
8702,1TX6,small_airport,Muxworthy Airport,31.69849968,-98.0963974,1210,NA,US,US-TX,Hamilton,no,1TX6,,1TX6,,,
8703,1TX7,small_airport,Killion Ranch Airport,32.80569839,-100.1839981,1845,NA,US,US-TX,Hamlin,no,1TX7,,1TX7,,,
8704,1TX8,small_airport,Hart Aerial Airport,34.36949921,-102.0839996,3655,NA,US,US-TX,Hart,no,1TX8,,1TX8,,,
8705,1TX9,small_airport,Hawk Ranch Airport,32.63759995,-95.16130066,335,NA,US,US-TX,Hawkins,no,1TX9,,1TX9,,,
8706,1U0,small_airport,Bear Trap Airport,42.97489929,-113.3509979,4716,NA,US,US-ID,Minidoka,no,1U0,,1U0,,,
8707,1U1,small_airport,Moose Creek /US Forest Service/ Airport,46.12080002,-114.927002,2454,NA,US,US-ID,Moose Creek Ranger Station,no,1U1,,1U1,,,
8708,1U3,small_airport,Murphy Airport,43.2159996,-116.5490036,2855,NA,US,US-ID,Murphy,no,1U3,,1U3,,,
8709,1U4,small_airport,New Meadows Airport,44.97909927,-116.2839966,3908,NA,US,US-ID,New Meadows,no,1U4,,1U4,,,
8710,1U6,small_airport,Oakley Municipal Airport,42.23410034,-113.8779984,4650,NA,US,US-ID,Oakley,no,1U6,,1U6,,,
8711,1U9,small_airport,Pine Airport,43.46239853,-115.3089981,4232,NA,US,US-ID,Pine,no,1U9,,1U9,,,
8712,1UT9,heliport,Tri-Arc Heliport,40.75490189,-111.8949966,4367,NA,US,US-UT,Salt Lake City,no,1UT9,,1UT9,,,
8713,1VA0,small_airport,Sabot Airport,37.62929916,-77.74749756,255,NA,US,US-VA,Sabot,no,1VA0,,1VA0,,,
8714,1VA1,small_airport,Micro Airport,36.73519897,-80.44879913,2923,NA,US,US-VA,Stuart,no,1VA1,,1VA1,,,
8715,1VA2,heliport,Lewis Gale Clinic Inc. Heliport,37.26259995,-80.03140259,1070,NA,US,US-VA,Salem,no,1VA2,,1VA2,,,
8716,1VA3,small_airport,Tye River Airport,37.65819931,-78.94560242,650,NA,US,US-VA,Lovingston,no,1VA3,,1VA3,,,
8717,1VA4,heliport,Evergreen Heliport,38.93709946,-77.81919861,525,NA,US,US-VA,Marshall,no,1VA4,,1VA4,,,
8718,1VA5,small_airport,Hoffman's Farm Airport,37.270401,-76.3927002,3,NA,US,US-VA,Severn,no,1VA5,,1VA5,,,
8719,1VA7,small_airport,Aaron Penston Field,36.66600037,-78.72250366,413,NA,US,US-VA,South Boston,no,1VA7,,1VA7,,,
8720,1VA8,small_airport,Hazelswart Airport,36.86190033,-78.41110229,485,NA,US,US-VA,Chase City,no,1VA8,,1VA8,,,
8721,1VA9,small_airport,Flying T Farm Airport,38.43289948,-77.47049713,255,NA,US,US-VA,Stafford,no,1VA9,,1VA9,,,
8722,1VG2,small_airport,Whithall Farm Airport,38.12770081,-76.68920135,23,NA,US,US-VA,Montross,no,1VG2,,1VG2,,,
8723,1W0,small_airport,J-Z Airport,47.7220993,-118.9430008,1950,NA,US,US-WA,Almira,no,1W0,,1W0,,,
8724,1W1,small_airport,Grove Field,45.62779999,-122.4039993,429,NA,US,US-WA,Camas,no,1W1,,1W1,,http://en.wikipedia.org/wiki/Grove_Field_Airport,
8725,1W3,small_airport,Mexico Farms Airport,39.60480118,-78.76059723,607,NA,US,US-MD,Cumberland,no,1W3,,1W3,,http://en.wikipedia.org/wiki/Mexico_Farms_Airport,
8726,1W5,closed,[Duplicate] Hoby Wolf Airport,39.40790176,-76.92749786,600,NA,US,US-MD,Eldersburg,no,1W5,,1W5,,,
45897,1WA0,heliport,Legacy Salmon Creek Hospital Heliport,45.720119,-122.649264,195,NA,US,US-WA,Vancouver,no,1WA0,,1WA0,,,
8727,1WA1,heliport,Weber Point Heliport,47.64699936,-122.086998,32,NA,US,US-WA,Redmond,no,1WA1,,1WA1,,,
8728,1WA2,small_airport,Pilot's Pastures Airport,46.51919937,-122.8899994,450,NA,US,US-WA,Winlock,no,1WA2,,1WA2,,,
8729,1WA3,heliport,Calkins Equipment Company Heliport,47.97949982,-122.185997,10,NA,US,US-WA,Everett,no,1WA3,,1WA3,,,
8730,1WA4,heliport,Providence Hospital Heliport,47.975777,-122.217264,319,NA,US,US-WA,Everett,no,,,1WA4,,,Providence Regional Medical Center Everett Pacific Campus Heliport
8731,1WA5,heliport,General Hospital of Everett Heliport,47.99950027,-122.2050018,296,NA,US,US-WA,Everett,no,1WA5,,1WA5,,,
8732,1WA6,small_airport,Fall City Airport,47.55950165,-121.8639984,140,NA,US,US-WA,Fall City,no,1WA6,,1WA6,,http://en.wikipedia.org/wiki/Fall_City_Airport,
8733,1WA7,heliport,Raincreek Heliport,46.14250183,-122.2249985,700,NA,US,US-WA,Cougar,no,1WA7,,1WA7,,,
8734,1WA8,heliport,Madigan Hospital Heliport,47.10649872,-122.5500031,300,NA,US,US-WA,Fort Lewis,no,1WA8,,1WA8,,,
8735,1WA9,small_airport,Friday West Airport,48.53509903,-123.0449982,150,NA,US,US-WA,Friday Harbor,no,1WA9,,1WA9,,,
8736,1WF,small_airport,Waco Field,40.01480103,-84.19809723,820,NA,US,US-OH,Troy,no,1WF,,1WF,,,
8737,1WI0,small_airport,Spring Valley Farm Airport,42.64250183,-89.311203,850,NA,US,US-WI,Orfordville,no,1WI0,,1WI0,,,
8738,1WI1,small_airport,Williams Airport,43.93280029,-88.70459747,800,NA,US,US-WI,Oshkosh,no,1WI1,,1WI1,,,
8739,1WI2,closed,Flying S Ranch Airport,43.365299,-87.887001,705,NA,US,US-WI,Port Washington,no,,,,,,1WI2
8740,1WI3,small_airport,Bed-Ah-Wick Field,43.84999847,-89.1167984,787,NA,US,US-WI,Princeton,no,1WI3,,1WI3,,,
8741,1WI4,heliport,Johnson Wax Heliport,42.70840073,-87.79170227,640,NA,US,US-WI,Racine,no,1WI4,,1WI4,,,
8742,1WI5,seaplane_base,Beaver Dam Lake Seaplane Base,43.51499939,-88.95259857,871,NA,US,US-WI,Randolph,no,1WI5,,1WI5,,,
8743,1WI6,small_airport,Aero Estates Airport,42.84030151,-88.06400299,825,NA,US,US-WI,Raymond Township,no,1WI6,,1WI6,,,
8744,1WI7,small_airport,Buzzards Roost Airport,44.02220154,-89.09649658,805,NA,US,US-WI,Redgranite,no,1WI7,,1WI7,,,
8745,1WI8,small_airport,Jorgensen - Stoller Airport,44.63579941,-87.44020081,690,NA,US,US-WI,Algoma,no,1WI8,,1WI8,,,
8746,1WI9,small_airport,Blackhawk Island Airport,42.91389847,-88.8667984,800,NA,US,US-WI,Fort Atkinson,no,1WI9,,1WI9,,,
45901,1WN0,small_airport,Schmidt Ranch Airport,48.933381,-117.749808,1335,NA,US,US-WA,Northport,no,1WN0,,1WN0,,,
8747,1WN1,small_airport,Kettle Moraine Airport,43.66799927,-88.19539642,1040,NA,US,US-WI,Dundee,no,1WN1,,1WN1,,,
